Guid	Path	Original	PL	EN	RU
cb976483-7151-44c3-a88b-0efdbdca9874			Napisz program, który z podanych słów na wejściu wypisze słowo, które zawieraja najwięcej liter $a$. Jeśli jest kilka takich słów wypisz $pierwsze$ z nich.	Write the program which of the given words on the input will return the word consisting of most $ a $ letters. If there are several such words, it will return $ first $ of them.	Напишите программу, которая из заданных слов на входе вернет слово, состоящее из большинства букв $ a $. Если таких слов несколько, он вернет $ first $ из них.
a255069a-b844-4196-a114-0bde8f5b6e89			Napisz program, który z podanych słów na wejściu wypisze słowa, które zawierają najwięcej liter $a$. Jeśli jest kilka takich słów wypisz $ostatnie$ z nich.	Write the program which of the given words on the input will return the word consisting of most $ a $ letters. If there are several such words, it will return $ last $ of them.	Напишите программу, которая из заданных слов на входе вернет слово, состоящее из большинства букв $ a $. Если таких слов несколько, он вернет $ last $ из них.
8f738868-cdd6-4588-8ffe-a2ddb7bf9cc4			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
ac454345-5e98-4904-b317-b4588cdb335e			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
1fa3d02e-1d80-4f07-8f28-2cbe9d576abd			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
2ff7136b-0ee5-4b57-86c4-8ce2cedcf8c8			Czas na instrukcje warunkowe, służą one do sprawdzenia, czy zadane wyrażenie warunkowe jest prawdziwe. W tym przykładzie, jeśli podana przez użytkownika liczba będzie równa $7$, wypisze się napis $Thank you$' w przeciwnym razie wypisze się drugie zdanie, czyli $It was not 7$.	Time for conditional statements. They are used to check if the given conditional expression is true. In this example, if the number you enter is $ 7 $, then $ Thank you $ will be printed, otherwise $ It was not 7 $ will be printed.	Время для условных операторов. Они используются для проверки истинности данного условного выражения. В этом примере, если введенное число равно $ 7 $, то будет напечатано $ Thank you $ , в противном случае $ It was not 7 $.
049bd890-8694-4246-b128-960626e3b530			Korzystając z poprzedniego przykładu, napisz program, który sprawdzi, czy podana liczba na wejściu jest równa $99$. Jeśli tak, to wypisze napis $It is 99$ w przeciwnym wypadku wypisze $It is not 99$.	Using the previous example, write a program that will check if the input number is $ 99 $. If so it will display $ It is 99 $ otherwise it will display $ It is not 99 $.	Используя предыдущий пример, Напишите программу, которая проверит, является ли входное число $ 99 $. Если это так, то он будет отображать $ it is 99 $ в противном случае он будет отображать $ It is not 99 $.
167414d0-8343-4b29-a5e5-ce76aa6467b1			Program, który za pomocą instrukcji warunkowej sprawdza, czy dana liczba podana przez użytkownika jest parzysta czy nieparzysta.	A program that uses a conditional statement to check whether a number given by the user is even or odd.	Программа, использующая условный оператор для проверки четности или нечетности числа, заданного пользователем.
9fc2746a-9b92-4c60-a239-44f0d8385f9f			Napisz program, który sprawdzi, czy dana na wejściu liczba jest podzielna przez $3$, jeśli tak wypisz daną liczbę oraz napis $is divisible by 3$ w przeciwnym razie $is not divisible by 3$.	Write a program that will check if the number at the input is divisible by $ 3 $. If so, print the number and the string $ is divisible by 3 $, otherwise it will display $ is not divisible by 3 $.	Напишите программу, которая проверит, делится ли число на входе на 3 $, если это так, напишите число, и строку $  is divisible by 3 $, в противном случае будет отображаться $ is not divisible by 3 $
5d745abb-cd6e-4d27-a155-96b6f55ee7e4			Warunków sprawdzających może być wiele, w tym przykładzie używamy aż trzech do sprawdzenia jaką liczbę podał użytkownik.	There can be many checking conditions, in this example we use three diffrent to check what number the user has given.	Может быть много условий проверки, в этом примере мы используем три, чтобы проверить, какой номер дал пользователь.
